airport1,airport2,airport3,min
BOS,ORD,PDX,2033.25
PDX,ORD,BOS,2033.25
PDX,ORD,BOS,2033.25
SAN,ORD,DEN,2033.25
EWR,IAH,SLC,2033.25
DEN,ORD,SAN,2033.25
BWI,IAH,LAX,2034.0
LAX,IAH,BWI,2034.0
DEN,ORD,SEA,2035.5
ORF,IAH,EWR,2035.5
BOS,ORD,PDX,2035.5
BOS,ORD,PDX,2035.5
PDX,ORD,BOS,2035.5
PDX,ORD,BOS,2035.5
SEA,ORD,DEN,2035.5
LGA,IAH,SLC,2035.5
SLC,IAH,LGA,2035.5
EWR,IAH,ORF,2035.5
DEN,ORD,SEA,2036.25
SEA,ORD,DEN,2036.25
DEN,ORD,SEA,2037.0
DEN,ORD,SEA,2037.0
IAD,IAH,EWR,2037.0
DEN,SFO,IAH,2037.0
SFO,IAH,FLL,2037.0
FLL,IAH,SFO,2037.0
EWR,IAH,IAD,2037.0
SEA,ORD,DEN,2037.0
SEA,ORD,DEN,2037.0
IAH,SFO,DEN,2037.0
DEN,ORD,SEA,2037.75
SEA,ORD,DEN,2037.75
ORF,IAH,LGA,2037.75
LGA,IAH,ORF,2037.75
DEN,ORD,SEA,2038.5
DEN,ORD,SEA,2038.5
SEA,ORD,DEN,2038.5
SEA,ORD,DEN,2038.5
SAN,ORD,DEN,2038.5
DEN,ORD,SAN,2038.5
DEN,ORD,SEA,2039.25
DEN,SFO,IAH,2039.25
LGA,IAH,IAD,2039.25
SEA,ORD,DEN,2039.25
IAH,SFO,DEN,2039.25
IAD,IAH,LGA,2039.25
DEN,ORD,SEA,2040.0
SEA,ORD,DEN,2040.0
DEN,ORD,SEA,2040.75
SEA,ORD,DEN,2040.75
DEN,SFO,IAH,2041.5
DEN,SFO,IAH,2041.5
BOS,ORD,LAX,2041.5
BOS,ORD,LAX,2041.5
CMH,DEN,IAD,2041.5
LAX,ORD,BOS,2041.5
LAX,ORD,BOS,2041.5
IAH,SFO,DEN,2041.5
IAH,SFO,DEN,2041.5
IAD,DEN,CMH,2041.5
DEN,SFO,IAH,2042.25
DEN,SFO,IAH,2042.25
IAH,SFO,DEN,2042.25
IAH,SFO,DEN,2042.25
BOS,ORD,LAX,2043.75
BOS,ORD,LAX,2043.75
LAX,ORD,BOS,2043.75
LAX,ORD,BOS,2043.75
DEN,ORD,SEA,2044.5
SEA,ORD,DEN,2044.5
DEN,ORD,SEA,2046.0
SNA,ORD,DEN,2046.0
SEA,ORD,DEN,2046.0
DEN,ORD,SNA,2046.0
BDL,ORD,SFO,2046.75
SNA,ORD,DEN,2046.75
DEN,ORD,SNA,2046.75
SFO,ORD,BDL,2046.75
MSY,ORD,SMF,2047.5
SNA,ORD,DEN,2047.5
DEN,ORD,SNA,2047.5
SMF,ORD,MSY,2047.5
DEN,ORD,PDX,2048.25
PDX,ORD,DEN,2048.25
EWR,DEN,SEA,2049.0
SEA,DEN,EWR,2049.0
DEN,ORD,PDX,2049.0
SNA,ORD,DEN,2049.0
PDX,ORD,DEN,2049.0
DEN,ORD,SNA,2049.0
DEN,ORD,PDX,2049.75
MSY,ORD,SMF,2049.75
SNA,ORD,DEN,2049.75
PDX,ORD,DEN,2049.75
DEN,ORD,SNA,2049.75
SMF,ORD,MSY,2049.75
DEN,ORD,PDX,2050.5
RNO,SFO,IAD,2050.5
PDX,ORD,DEN,2050.5
IAD,SFO,RNO,2050.5
EWR,DEN,SEA,2051.25
SEA,DEN,EWR,2051.25
DEN,ORD,PDX,2051.25
DEN,ORD,PDX,2051.25
PDX,ORD,DEN,2051.25
PDX,ORD,DEN,2051.25
DEN,ORD,PDX,2052.0
DEN,ORD,PDX,2052.0
PDX,ORD,DEN,2052.0
PDX,ORD,DEN,2052.0
BWI,IAH,EWR,2052.75
EWR,IAH,BWI,2052.75
RNO,SFO,MCO,2053.5
DEN,ORD,PDX,2053.5
PDX,ORD,DEN,2053.5
MCO,SFO,RNO,2053.5
DEN,ORD,PDX,2054.25
PDX,ORD,DEN,2054.25
MIA,ORD,PHX,2054.25
PHX,ORD,MIA,2054.25
BDL,ORD,SFO,2055.0
SNA,ORD,DEN,2055.0
DEN,ORD,SNA,2055.0
SFO,ORD,BDL,2055.0
MIA,ORD,PHX,2055.75
PHX,ORD,MIA,2055.75
DEN,ORD,LAX,2056.5
LAX,ORD,DEN,2056.5
DEN,ORD,LAX,2057.25
DEN,ORD,PDX,2057.25
LAX,ORD,DEN,2057.25
PDX,ORD,DEN,2057.25
DEN,ORD,LAX,2058.0
LAX,ORD,DEN,2058.0
DEN,ORD,LAX,2058.75
LAX,ORD,DEN,2058.75
DEN,ORD,LAX,2059.5
DEN,ORD,LAX,2059.5
DEN,ORD,PDX,2059.5
LAX,ORD,DEN,2059.5
LAX,ORD,DEN,2059.5
PDX,ORD,DEN,2059.5
SAN,ORD,IAH,2060.25
DEN,ORD,LAX,2060.25
DEN,ORD,LAX,2060.25
LAX,ORD,DEN,2060.25
LAX,ORD,DEN,2060.25
IAH,ORD,SAN,2060.25
DEN,ORD,LAX,2061.75
LAX,ORD,DEN,2061.75
LGA,DEN,SEA,2062.5
DEN,ORD,LAX,2062.5
LAX,ORD,DEN,2062.5
SEA,DEN,LGA,2062.5
LAS,IAD,ORD,2064.0
RSW,ORD,LAS,2064.0
ORD,IAD,LAS,2064.0
LAS,ORD,RSW,2064.0
LGA,DEN,SEA,2064.75
BWI,IAH,EWR,2064.75
RSW,ORD,LAS,2064.75
SEA,DEN,LGA,2064.75
LAS,ORD,RSW,2064.75
EWR,IAH,BWI,2064.75
DEN,ORD,LAX,2065.5
LAX,ORD,DEN,2065.5
IAH,ORD,SEA,2066.25
SEA,ORD,IAH,2066.25
BWI,IAH,LGA,2067.0
LGA,IAH,BWI,2067.0
IAH,ORD,SEA,2067.75
SEA,ORD,IAH,2067.75
SAN,ORD,IAH,2067.75
SAN,ORD,IAH,2067.75
DEN,ORD,LAX,2067.75
BOS,ORD,SMF,2067.75
BOS,ORD,SMF,2067.75
SMF,ORD,BOS,2067.75
SMF,ORD,BOS,2067.75
LAX,ORD,DEN,2067.75
IAH,ORD,SAN,2067.75
IAH,ORD,SAN,2067.75
LAS,IAD,ORD,2069.25
ORD,IAD,LAS,2069.25
BOS,ORD,SMF,2070.0
BOS,ORD,SMF,2070.0
SMF,ORD,BOS,2070.0
SMF,ORD,BOS,2070.0
FAT,LAX,EWR,2070.75
FAT,LAX,EWR,2070.75
LAS,IAD,ORD,2070.75
ORD,IAD,LAS,2070.75
EWR,LAX,FAT,2070.75
EWR,LAX,FAT,2070.75
FAT,LAX,EWR,2071.5
FAT,LAX,EWR,2071.5
FAT,LAX,EWR,2071.5
FAT,LAX,EWR,2071.5
EWR,LAX,FAT,2071.5
EWR,LAX,FAT,2071.5
EWR,LAX,FAT,2071.5
EWR,LAX,FAT,2071.5
FAT,LAX,EWR,2072.25
EWR,LAX,FAT,2072.25
FAT,LAX,EWR,2073.0
FAT,LAX,EWR,2073.0
EWR,LAX,FAT,2073.0
EWR,LAX,FAT,2073.0
LGA,DEN,SEA,2073.75
IAH,ORD,SEA,2073.75
IAH,ORD,SEA,2073.75
FAT,LAX,EWR,2073.75
FAT,LAX,EWR,2073.75
FAT,LAX,EWR,2073.75
FAT,LAX,EWR,2073.75
FAT,LAX,EWR,2073.75
SEA,ORD,IAH,2073.75
SEA,ORD,IAH,2073.75
SEA,DEN,LGA,2073.75
EWR,LAX,FAT,2073.75
EWR,LAX,FAT,2073.75
EWR,LAX,FAT,2073.75
EWR,LAX,FAT,2073.75
EWR,LAX,FAT,2073.75
FAT,LAX,EWR,2074.5
SAN,IAD,BOS,2074.5
BOS,IAD,SAN,2074.5
EWR,LAX,FAT,2074.5
IAH,ORD,SEA,2075.25
IAH,ORD,SEA,2075.25
SEA,ORD,IAH,2075.25
SEA,ORD,IAH,2075.25
LGA,DEN,SEA,2076.0
FAT,LAX,EWR,2076.0
SEA,DEN,LGA,2076.0
EWR,LAX,FAT,2076.0
SNA,ORD,IAH,2076.75
IAH,ORD,SNA,2076.75
SAN,IAD,BOS,2078.25
BOS,IAD,SAN,2078.25
PDX,ORD,IAH,2079.0
IAH,ORD,PDX,2079.0
DEN,IAD,IAH,2079.75
IAH,IAD,DEN,2079.75
PDX,ORD,IAH,2081.25
IAH,ORD,PDX,2081.25
DEN,EWR,FLL,2082.0
FLL,EWR,DEN,2082.0
DEN,ORD,SMF,2082.75
SMF,ORD,DEN,2082.75
DEN,ORD,SMF,2083.5
SMF,ORD,DEN,2083.5
SNA,ORD,IAH,2084.25
SNA,ORD,IAH,2084.25
DEN,ORD,SMF,2084.25
SMF,ORD,DEN,2084.25
IAH,ORD,SNA,2084.25
IAH,ORD,SNA,2084.25
DEN,ORD,SMF,2085.0
SMF,ORD,DEN,2085.0
DEN,ORD,SMF,2085.75
DEN,ORD,SMF,2085.75
SMF,ORD,DEN,2085.75
SMF,ORD,DEN,2085.75
PDX,ORD,IAH,2086.5
PDX,ORD,IAH,2086.5
IAH,ORD,PDX,2086.5
IAH,ORD,PDX,2086.5
DEN,ORD,SMF,2086.5
DEN,ORD,SMF,2086.5
SMF,ORD,DEN,2086.5
SMF,ORD,DEN,2086.5
LAX,ORD,IAH,2087.25
IAH,ORD,LAX,2087.25
DEN,ORD,SMF,2088.0
SMF,ORD,DEN,2088.0
FAT,LAX,EWR,2088.75
FAT,LAX,EWR,2088.75
PDX,ORD,IAH,2088.75
PDX,ORD,IAH,2088.75
IAH,ORD,PDX,2088.75
IAH,ORD,PDX,2088.75
DEN,ORD,SMF,2088.75
SMF,ORD,DEN,2088.75
EWR,LAX,FAT,2088.75
EWR,LAX,FAT,2088.75
FAT,LAX,EWR,2089.5
FAT,LAX,EWR,2089.5
FAT,LAX,EWR,2089.5
FAT,LAX,EWR,2089.5
LAX,ORD,IAH,2089.5
IAH,ORD,LAX,2089.5
ATL,DEN,IAD,2089.5
IAD,DEN,ATL,2089.5
EWR,LAX,FAT,2089.5
EWR,LAX,FAT,2089.5
EWR,LAX,FAT,2089.5
EWR,LAX,FAT,2089.5
FAT,LAX,EWR,2090.25
EWR,LAX,FAT,2090.25
FAT,LAX,EWR,2091.75
LAS,LAX,EWR,2091.75
DEN,ORD,SMF,2091.75
SMF,ORD,DEN,2091.75
EWR,LAX,LAS,2091.75
EWR,LAX,FAT,2091.75
MSY,ORD,SFO,2092.5
SFO,ORD,MSY,2092.5
LAS,LAX,EWR,2094.0
DEN,ORD,SMF,2094.0
SMF,ORD,DEN,2094.0
EWR,LAX,LAS,2094.0
LAX,ORD,IAH,2094.75
LAX,ORD,IAH,2094.75
IAH,ORD,LAX,2094.75
IAH,ORD,LAX,2094.75
DEN,LAS,IAD,2094.75
IAD,LAS,DEN,2094.75
LAX,ORD,IAH,2097.0
LAX,ORD,IAH,2097.0
IAH,ORD,LAX,2097.0
IAH,ORD,LAX,2097.0
SAN,IAD,BOS,2098.5
BOS,IAD,SAN,2098.5
IAD,SAN,SFO,2100.0
SFO,SAN,IAD,2100.0
SAN,IAD,BOS,2100.0
BOS,IAD,SAN,2100.0
MSY,ORD,SFO,2100.75
SFO,ORD,MSY,2100.75
DEN,SMF,ORD,2101.5
SAN,IAD,BOS,2101.5
ORD,SMF,DEN,2101.5
BOS,IAD,SAN,2101.5
SAN,IAD,BOS,2102.25
BOS,IAD,SAN,2102.25
DEN,SMF,ORD,2103.75
SAN,IAD,BOS,2103.75
ORD,SMF,DEN,2103.75
BOS,IAD,SAN,2103.75
SAN,IAD,BOS,2105.25
BOS,IAD,SAN,2105.25
KOA,SFO,LAX,2108.25
LAX,SFO,KOA,2108.25
AUS,ORD,SAN,2109.0
AUS,ORD,SAN,2109.0
SAN,ORD,AUS,2109.0
SAN,ORD,AUS,2109.0
LAS,LAX,EWR,2109.75
EWR,LAX,LAS,2109.75
CMH,DEN,MCO,2110.5
MCO,DEN,CMH,2110.5
BOS,ORD,SFO,2112.75
BOS,ORD,SFO,2112.75
SFO,ORD,BOS,2112.75
SFO,ORD,BOS,2112.75
SMF,ORD,IAH,2113.5
IAH,ORD,SMF,2113.5
AUS,ORD,SEA,2115.0
AUS,ORD,SEA,2115.0
SEA,ORD,AUS,2115.0
SEA,ORD,AUS,2115.0
SMF,ORD,IAH,2115.75
IAH,ORD,SMF,2115.75
AUS,ORD,SEA,2116.5
AUS,ORD,SEA,2116.5
SEA,ORD,AUS,2116.5
SEA,ORD,AUS,2116.5
SNA,IAH,LAX,2117.25
LAX,IAH,SNA,2117.25
SMF,ORD,IAH,2121.0
SMF,ORD,IAH,2121.0
BOS,ORD,SFO,2121.0
BOS,ORD,SFO,2121.0
IAH,ORD,SMF,2121.0
IAH,ORD,SMF,2121.0
SFO,ORD,BOS,2121.0
SFO,ORD,BOS,2121.0
MIA,ORD,LAS,2122.5
LAS,ORD,MIA,2122.5
SMF,ORD,IAH,2123.25
SMF,ORD,IAH,2123.25
IAH,ORD,SMF,2123.25
IAH,ORD,SMF,2123.25
MIA,ORD,LAS,2123.25
LAS,ORD,MIA,2123.25
IAD,SAN,SFO,2124.0
SFO,SAN,IAD,2124.0
MIA,ORD,LAS,2124.0
LAS,ORD,MIA,2124.0
MIA,ORD,LAS,2124.75
LAS,ORD,MIA,2124.75
IAD,SAN,SFO,2125.5
SFO,SAN,IAD,2125.5
AUS,ORD,SNA,2125.5
AUS,ORD,SNA,2125.5
SNA,ORD,AUS,2125.5
SNA,ORD,AUS,2125.5
IAD,SAN,SFO,2127.0
SFO,SAN,IAD,2127.0
AUS,ORD,PDX,2127.75
AUS,ORD,PDX,2127.75
DEN,ORD,SFO,2127.75
SFO,ORD,DEN,2127.75
PDX,ORD,AUS,2127.75
PDX,ORD,AUS,2127.75
SAN,ORD,MCO,2128.5
SAN,ORD,MCO,2128.5
DEN,ORD,SFO,2128.5
SFO,ORD,DEN,2128.5
MCO,ORD,SAN,2128.5
MCO,ORD,SAN,2128.5
DEN,ORD,SFO,2129.25
SFO,ORD,DEN,2129.25
AUS,ORD,PDX,2130.0
AUS,ORD,PDX,2130.0
TPA,ORD,SAN,2130.0
TPA,ORD,SAN,2130.0
SAN,ORD,TPA,2130.0
SAN,ORD,TPA,2130.0
PDX,ORD,AUS,2130.0
PDX,ORD,AUS,2130.0
DEN,ORD,SFO,2130.75
SFO,ORD,DEN,2130.75
DEN,ORD,SFO,2131.5
SFO,ORD,DEN,2131.5
MCO,ORD,SEA,2134.5
MCO,ORD,SEA,2134.5
SEA,ORD,MCO,2134.5
SEA,ORD,MCO,2134.5
HNL,SFO,LAX,2135.25
LAX,SFO,HNL,2135.25
TPA,ORD,SEA,2136.0
TPA,ORD,SEA,2136.0
MCO,ORD,SEA,2136.0
MCO,ORD,SEA,2136.0
SNA,IAH,EWR,2136.0
SEA,ORD,MCO,2136.0
SEA,ORD,MCO,2136.0
HNL,SFO,LAX,2136.0
AUS,ORD,LAX,2136.0
AUS,ORD,LAX,2136.0
DEN,ORD,SFO,2136.0
SFO,ORD,DEN,2136.0
EWR,IAH,SNA,2136.0
LAX,SFO,HNL,2136.0
SEA,ORD,TPA,2136.0
SEA,ORD,TPA,2136.0
LAX,ORD,AUS,2136.0
LAX,ORD,AUS,2136.0
SNA,SFO,KOA,2136.75
DEN,ORD,SFO,2136.75
DEN,ORD,SFO,2136.75
SFO,ORD,DEN,2136.75
SFO,ORD,DEN,2136.75
KOA,SFO,SNA,2136.75
TPA,ORD,SEA,2137.5
TPA,ORD,SEA,2137.5
DEN,ORD,SFO,2137.5
SFO,ORD,DEN,2137.5
SEA,ORD,TPA,2137.5
SEA,ORD,TPA,2137.5
AUS,ORD,LAX,2138.25
AUS,ORD,LAX,2138.25
LAX,ORD,AUS,2138.25
LAX,ORD,AUS,2138.25
DEN,ORD,SFO,2139.0
SFO,ORD,DEN,2139.0
DEN,ORD,SFO,2139.75
SFO,ORD,DEN,2139.75
BOS,IAD,PDX,2140.5
PDX,IAD,BOS,2140.5
BOS,IAD,PDX,2144.25
PDX,IAD,BOS,2144.25
RNO,SFO,EWR,2145.0
RNO,SFO,EWR,2145.0
RNO,SFO,EWR,2145.0
SNA,ORD,MCO,2145.0
SNA,ORD,MCO,2145.0
DEN,ORD,SFO,2145.0
SFO,ORD,DEN,2145.0
MCO,ORD,SNA,2145.0
MCO,ORD,SNA,2145.0
EWR,SFO,RNO,2145.0
EWR,SFO,RNO,2145.0
EWR,SFO,RNO,2145.0
CMH,DEN,EWR,2145.75
IAD,SFO,LAX,2145.75
DEN,SEA,ORD,2145.75
LAX,SFO,IAD,2145.75
ORD,SEA,DEN,2145.75
EWR,DEN,CMH,2145.75
TPA,ORD,SNA,2146.5
TPA,ORD,SNA,2146.5
SNA,ORD,TPA,2146.5
SNA,ORD,TPA,2146.5
PDX,ORD,MCO,2147.25
PDX,ORD,MCO,2147.25
DEN,SEA,ORD,2147.25
MCO,ORD,PDX,2147.25
MCO,ORD,PDX,2147.25
ORD,SEA,DEN,2147.25
SNA,IAH,EWR,2148.0
DEN,SEA,ORD,2148.0
BOS,IAD,PDX,2148.0
PDX,IAD,BOS,2148.0
ORD,SEA,DEN,2148.0
EWR,IAH,SNA,2148.0
TPA,ORD,PDX,2148.75
TPA,ORD,PDX,2148.75
PDX,ORD,TPA,2148.75
PDX,ORD,TPA,2148.75
PDX,ORD,MCO,2149.5
PDX,ORD,MCO,2149.5
DEN,SEA,ORD,2149.5
MCO,ORD,PDX,2149.5
MCO,ORD,PDX,2149.5
ORD,SEA,DEN,2149.5
LGA,IAH,SNA,2150.25
SNA,IAH,LGA,2150.25
TPA,ORD,PDX,2151.0
TPA,ORD,PDX,2151.0
PDX,ORD,TPA,2151.0
PDX,ORD,TPA,2151.0
BOS,IAD,PDX,2151.75
PDX,IAD,BOS,2151.75
FAT,LAX,HNL,2152.5
FAT,LAX,HNL,2152.5
HNL,LAX,FAT,2152.5
HNL,LAX,FAT,2152.5
FAT,LAX,HNL,2153.25
FAT,LAX,HNL,2153.25
FAT,LAX,HNL,2153.25
FAT,LAX,HNL,2153.25
HNL,LAX,FAT,2153.25
HNL,LAX,FAT,2153.25
HNL,LAX,FAT,2153.25
HNL,LAX,FAT,2153.25
FAT,LAX,HNL,2154.0
HNL,LAX,FAT,2154.0
LAX,ORD,MCO,2155.5
LAX,ORD,MCO,2155.5
MCO,ORD,LAX,2155.5
MCO,ORD,LAX,2155.5
FAT,LAX,HNL,2155.5
HNL,LAX,FAT,2155.5
TPA,ORD,LAX,2157.0
TPA,ORD,LAX,2157.0
LAX,ORD,TPA,2157.0
LAX,ORD,TPA,2157.0
LAX,ORD,MCO,2157.75
LAX,ORD,MCO,2157.75
MCO,ORD,LAX,2157.75
MCO,ORD,LAX,2157.75
SFO,ORD,IAH,2158.5
ATL,DEN,MCO,2158.5
IAH,ORD,SFO,2158.5
MCO,DEN,ATL,2158.5
RNO,SFO,EWR,2159.25
LAX,IAH,EWR,2159.25
EWR,IAH,LAX,2159.25
TPA,ORD,LAX,2159.25
TPA,ORD,LAX,2159.25
LGA,DEN,CMH,2159.25
CMH,DEN,LGA,2159.25
LAX,ORD,TPA,2159.25
LAX,ORD,TPA,2159.25
EWR,SFO,RNO,2159.25
RNO,SFO,EWR,2160.0
EWR,SFO,RNO,2160.0
RNO,SFO,EWR,2160.75
EWR,SFO,RNO,2160.75
AUS,ORD,SMF,2162.25
AUS,ORD,SMF,2162.25
SMF,ORD,AUS,2162.25
SMF,ORD,AUS,2162.25
HNL,SFO,SNA,2163.75
SNA,SFO,HNL,2163.75
IAD,SFO,LAX,2164.5
LAX,SFO,IAD,2164.5
AUS,ORD,SMF,2164.5
AUS,ORD,SMF,2164.5
HNL,SFO,SNA,2164.5
SNA,SFO,HNL,2164.5
SMF,ORD,AUS,2164.5
SMF,ORD,AUS,2164.5
SFO,ORD,IAH,2166.0
SFO,ORD,IAH,2166.0
IAH,ORD,SFO,2166.0
IAH,ORD,SFO,2166.0
SFO,ORD,IAH,2166.75
IAH,ORD,SFO,2166.75
LAX,SFO,MCO,2167.5
MCO,SFO,LAX,2167.5
LGA,DEN,CMH,2170.5
CMH,DEN,LGA,2170.5
LAX,IAH,EWR,2171.25
SFO,LAX,EWR,2171.25
EWR,IAH,LAX,2171.25
EWR,LAX,SFO,2171.25
PSP,SFO,KOA,2172.75
KOA,SFO,PSP,2172.75
SFO,LAX,EWR,2173.5
LGA,IAH,LAX,2173.5
EWR,LAX,SFO,2173.5
LAS,LAX,HNL,2173.5
HNL,LAX,LAS,2173.5
LAX,IAH,LGA,2173.5
SFO,ORD,IAH,2174.25
SFO,ORD,IAH,2174.25
IAH,ORD,SFO,2174.25
IAH,ORD,SFO,2174.25
SNA,SFO,IAD,2174.25
IAD,SFO,SNA,2174.25
SMF,ORD,MCO,2181.75
SMF,ORD,MCO,2181.75
MCO,ORD,SMF,2181.75
MCO,ORD,SMF,2181.75
TPA,ORD,SMF,2183.25
TPA,ORD,SMF,2183.25
SMF,ORD,TPA,2183.25
SMF,ORD,TPA,2183.25
SMF,ORD,MCO,2184.0
SMF,ORD,MCO,2184.0
MCO,ORD,SMF,2184.0
MCO,ORD,SMF,2184.0
TPA,ORD,SMF,2185.5
TPA,ORD,SMF,2185.5
SMF,ORD,TPA,2185.5
SMF,ORD,TPA,2185.5
SLC,IAH,BOS,2188.5
BOS,IAH,SLC,2188.5
SFO,LAX,EWR,2189.25
EWR,LAX,SFO,2189.25
DEN,SFO,ORD,2190.0
ORD,SFO,DEN,2190.0
FAT,LAX,BOS,2190.75
FAT,LAX,BOS,2190.75
ORF,IAH,BOS,2190.75
BOS,LAX,FAT,2190.75
BOS,LAX,FAT,2190.75
BOS,IAH,ORF,2190.75
FAT,LAX,BOS,2191.5
FAT,LAX,BOS,2191.5
FAT,LAX,BOS,2191.5
FAT,LAX,BOS,2191.5
BOS,LAX,FAT,2191.5
BOS,LAX,FAT,2191.5
BOS,LAX,FAT,2191.5
BOS,LAX,FAT,2191.5
LGA,IAH,EWR,2192.25
DEN,SFO,ORD,2192.25
BOS,IAH,IAD,2192.25
FAT,LAX,BOS,2192.25
IAD,IAH,BOS,2192.25
ORD,SFO,DEN,2192.25
EWR,IAH,LGA,2192.25
BOS,LAX,FAT,2192.25
SNA,SFO,IAD,2193.0
IAD,SFO,SNA,2193.0
ATL,DEN,EWR,2193.75
FAT,LAX,BOS,2193.75
EWR,DEN,ATL,2193.75
BOS,LAX,FAT,2193.75
DEN,SFO,ORD,2194.5
DEN,SFO,ORD,2194.5
ORD,SFO,DEN,2194.5
ORD,SFO,DEN,2194.5
DEN,SFO,ORD,2195.25
DEN,SFO,ORD,2195.25
SAN,SFO,KOA,2195.25
ORD,SFO,DEN,2195.25
ORD,SFO,DEN,2195.25
KOA,SFO,SAN,2195.25
SNA,SFO,MCO,2196.0
MCO,SFO,SNA,2196.0
LAS,IAD,MCO,2198.25
DEN,SFO,ORD,2198.25
ORD,SFO,DEN,2198.25
MCO,IAD,LAS,2198.25
LAS,IAD,MCO,2199.0
MCO,IAD,LAS,2199.0
SMF,LAX,EWR,2199.75
SMF,LAX,EWR,2199.75
EWR,LAX,SMF,2199.75
EWR,LAX,SMF,2199.75
PSP,SFO,HNL,2199.75
HNL,SFO,PSP,2199.75
SMF,LAX,EWR,2200.5
DEN,SFO,ORD,2200.5
EWR,LAX,SMF,2200.5
ORD,SFO,DEN,2200.5
PSP,SFO,HNL,2200.5
HNL,SFO,PSP,2200.5
SMF,LAX,EWR,2201.25
EWR,LAX,SMF,2201.25
SMF,LAX,EWR,2202.0
SMF,LAX,EWR,2202.0
EWR,LAX,SMF,2202.0
EWR,LAX,SMF,2202.0
SMF,LAX,EWR,2202.75
DEN,SFO,ORD,2202.75
DEN,SFO,ORD,2202.75
EWR,LAX,SMF,2202.75
ORD,SFO,DEN,2202.75
ORD,SFO,DEN,2202.75
SMF,LAX,EWR,2203.5
DEN,SFO,ORD,2203.5
DEN,SFO,ORD,2203.5
SLC,IAH,SFO,2203.5
EWR,LAX,SMF,2203.5
ORD,SFO,DEN,2203.5
ORD,SFO,DEN,2203.5
SFO,IAH,SLC,2203.5
LGA,IAH,EWR,2204.25
EWR,IAH,LGA,2204.25
ORF,IAH,SFO,2205.75
SFO,IAH,ORF,2205.75
SAN,IAD,ORD,2206.5
ORD,IAD,SAN,2206.5
AUS,ORD,SFO,2207.25
AUS,ORD,SFO,2207.25
BOS,IAD,SFO,2207.25
IAD,IAH,SFO,2207.25
SFO,IAH,IAD,2207.25
SFO,IAD,BOS,2207.25
LGA,DEN,ATL,2207.25
ATL,DEN,LGA,2207.25
SFO,ORD,AUS,2207.25
SFO,ORD,AUS,2207.25
PHX,SEA,ORD,2210.25
PSP,SFO,IAD,2210.25
ORD,SEA,PHX,2210.25
IAD,SFO,PSP,2210.25
PHX,SEA,ORD,2211.0
BOS,IAD,SFO,2211.0
SFO,IAD,BOS,2211.0
ORD,SEA,PHX,2211.0
PHX,SEA,ORD,2211.75
SAN,IAD,ORD,2211.75
LAS,LAX,BOS,2211.75
ORD,IAD,SAN,2211.75
BOS,LAX,LAS,2211.75
ORD,SEA,PHX,2211.75
PHX,SEA,ORD,2212.5
ORD,SEA,PHX,2212.5
SAN,IAD,ORD,2213.25
ORD,IAD,SAN,2213.25
RSW,ORD,SAN,2214.0
SAN,ORD,RSW,2214.0
AUS,ORD,SFO,2215.5
AUS,ORD,SFO,2215.5
SFO,ORD,AUS,2215.5
SFO,ORD,AUS,2215.5
SLC,IAH,SFO,2216.25
SFO,IAH,SLC,2216.25
SMF,LAX,EWR,2217.75
SMF,LAX,EWR,2217.75
EWR,LAX,SMF,2217.75
EWR,LAX,SMF,2217.75
SMF,LAX,EWR,2218.5
ORF,IAH,SFO,2218.5
EWR,LAX,SMF,2218.5
LGA,DEN,ATL,2218.5
ATL,DEN,LGA,2218.5
SFO,IAH,ORF,2218.5
SMF,LAX,EWR,2219.25
EWR,LAX,SMF,2219.25
RSW,ORD,SEA,2220.0
IAD,IAH,SFO,2220.0
SFO,IAH,IAD,2220.0
BWI,IAH,BOS,2220.0
SEA,ORD,RSW,2220.0
BOS,IAH,BWI,2220.0
RSW,ORD,SEA,2221.5
SEA,ORD,RSW,2221.5
SAN,SFO,HNL,2222.25
HNL,SFO,SAN,2222.25
SAN,SFO,HNL,2223.0
HNL,SFO,SAN,2223.0
BOS,IAD,SFO,2226.0
SFO,IAD,BOS,2226.0
SFO,ORD,MCO,2226.75
SFO,ORD,MCO,2226.75
MCO,ORD,SFO,2226.75
MCO,ORD,SFO,2226.75
TPA,ORD,SFO,2228.25
TPA,ORD,SFO,2228.25
SFO,ORD,TPA,2228.25
SFO,ORD,TPA,2228.25
PSP,SFO,IAD,2229.0
IAD,SFO,PSP,2229.0
BOS,IAD,SFO,2229.75
SFO,IAD,BOS,2229.75
SAN,IAD,ORD,2230.5
RSW,ORD,SNA,2230.5
ORD,IAD,SAN,2230.5
SNA,ORD,RSW,2230.5
PSP,SFO,MCO,2232.0
SAN,IAD,ORD,2232.0
ORD,IAD,SAN,2232.0
MCO,SFO,PSP,2232.0
RSW,ORD,PDX,2232.75
SAN,SFO,IAD,2232.75
IAD,SFO,SAN,2232.75
PDX,ORD,RSW,2232.75
SAN,IAD,ORD,2233.5
ORD,IAD,SAN,2233.5
SFO,ORD,MCO,2235.0
SFO,ORD,MCO,2235.0
RSW,ORD,PDX,2235.0
BWI,IAH,SFO,2235.0
MCO,ORD,SFO,2235.0
MCO,ORD,SFO,2235.0
PDX,ORD,RSW,2235.0
SFO,IAH,BWI,2235.0
SAN,IAD,ORD,2235.75
ORD,IAD,SAN,2235.75
TPA,ORD,SFO,2236.5
TPA,ORD,SFO,2236.5
SFO,ORD,TPA,2236.5
SFO,ORD,TPA,2236.5
